,id,value,feed_id,created_at,lat,lon,ele
11908,0EZY0RHX1RHWN42FMGA4SKXD29,"{""temp"": ""25.03"", ""humid"": ""46"", ""light"": ""694""}",1839383,2022-04-04 06:54:28 UTC,,,
11909,0EZY0RKQNTN8QRSYYQSEPWEZBF,"{""temp"": ""25.03"", ""humid"": ""47"", ""light"": ""731""}",1839383,2022-04-04 06:54:34 UTC,,,
11910,0EZY0RNJHJT47HPP5N8EQGQV36,"{""temp"": ""25.02"", ""humid"": ""47"", ""light"": ""731""}",1839383,2022-04-04 06:54:40 UTC,,,
11911,0EZY0RRAKDMGW1T5SWFDXVQR43,"{""temp"": ""25.02"", ""humid"": ""47"", ""light"": ""691""}",1839383,2022-04-04 06:54:49 UTC,,,
11912,0EZY0RT5C0P0SWTARKBDNRNCA1,"{""temp"": ""25.02"", ""humid"": ""47"", ""light"": ""706""}",1839383,2022-04-04 06:54:55 UTC,,,
11913,0EZY0RWXMJ11659YY3TY99NB3J,"{""temp"": ""25.01"", ""humid"": ""47"", ""light"": ""734""}",1839383,2022-04-04 06:55:04 UTC,,,
11914,0EZY0RYR6SGJT83WF9RWDVPH7S,"{""temp"": ""25.01"", ""humid"": ""47"", ""light"": ""730""}",1839383,2022-04-04 06:55:10 UTC,,,
11915,0EZY0S0K0Z3FTR0ZNYVFBZKYRJ,"{""temp"": ""25"", ""humid"": ""47"", ""light"": ""698""}",1839383,2022-04-04 06:55:16 UTC,,,
11916,0EZY0S3B6BQF2JX5VNKYFFH369,"{""temp"": ""25"", ""humid"": ""47"", ""light"": ""716""}",1839383,2022-04-04 06:55:25 UTC,,,
11917,0EZY0X316CK8F13BQAYQJ4EQTZ,"{""temp"": ""24.04"", ""humid"": ""55"", ""light"": ""693""}",1839383,2022-04-04 07:02:24 UTC,,,
11918,0EZY0X3YG4ADSGVGX71PR5BHV9,"{""temp"": ""24.04"", ""humid"": ""55"", ""light"": ""740""}",1839383,2022-04-04 07:02:27 UTC,,,
11919,0EZY0X4W2YVAT3P9F6WEAMBSNN,"{""temp"": ""24.05"", ""humid"": ""55"", ""light"": ""698""}",1839383,2022-04-04 07:02:30 UTC,,,
11920,0EZY0X5SJN7Z5KP851S59K92AR,"{""temp"": ""24.04"", ""humid"": ""55"", ""light"": ""738""}",1839383,2022-04-04 07:02:33 UTC,,,
11921,0EZY0X6Q6TVBYFAPRACKHYWGS5,"{""temp"": ""24.04"", ""humid"": ""55"", ""light"": ""692""}",1839383,2022-04-04 07:02:36 UTC,,,
11922,0EZY0X7MM6SBR98STB6JYHXDBB,"{""temp"": ""24.04"", ""humid"": ""56"", ""light"": ""737""}",1839383,2022-04-04 07:02:39 UTC,,,
11923,0EZY0X8J3Q2Q6QJNRH2W12K7KE,"{""temp"": ""24.04"", ""humid"": ""56"", ""light"": ""726""}",1839383,2022-04-04 07:02:42 UTC,,,
11924,0EZY0X9FMRVQKWR9ST7WHCDW1B,"{""temp"": ""24.04"", ""humid"": ""56"", ""light"": ""678""}",1839383,2022-04-04 07:02:45 UTC,,,
11925,0EZY0XAD38AKHSMRZNMZ2M7DYZ,"{""temp"": ""24.05"", ""humid"": ""56"", ""light"": ""722""}",1839383,2022-04-04 07:02:48 UTC,,,
11926,0EZY0XBAJQ82PZGEWCJAPMW7X8,"{""temp"": ""24.04"", ""humid"": ""56"", ""light"": ""732""}",1839383,2022-04-04 07:02:51 UTC,,,
11927,0EZY0XC85X07M8AQ3609EE4JPP,"{""temp"": ""24.04"", ""humid"": ""56"", ""light"": ""704""}",1839383,2022-04-04 07:02:54 UTC,,,
11928,0EZY0XTJ97TSB72FY9RNPZZ0ZR,"{""temp"": ""24.05"", ""humid"": ""55"", ""light"": ""713""}",1839383,2022-04-04 07:03:41 UTC,,,
11929,0EZY0XVFNEG5K5NSNPZYYBK551,"{""temp"": ""24.05"", ""humid"": ""55"", ""light"": ""685""}",1839383,2022-04-04 07:03:44 UTC,,,
11930,0EZY0XWD7MR9WCKG5PAVRHD0T9,"{""temp"": ""24.05"", ""humid"": ""56"", ""light"": ""722""}",1839383,2022-04-04 07:03:47 UTC,,,
11931,0EZY0XXAKFNQS0Z1W7VM8ED0E2,"{""temp"": ""24.05"", ""humid"": ""55"", ""light"": ""708""}",1839383,2022-04-04 07:03:50 UTC,,,
11932,0EZY0YVTQAX4C0TBG4ATFKKEKV,"{""temp"": ""24.02"", ""humid"": ""56"", ""light"": ""637""}",1839383,2022-04-04 07:05:30 UTC,,,
11933,0EZY0YWQZ01QHMJPKDT4BYEC02,"{""temp"": ""24.02"", ""humid"": ""56"", ""light"": ""667""}",1839383,2022-04-04 07:05:33 UTC,,,
11934,0EZY0YXND4Y8PCFCEEH304RFZ5,"{""temp"": ""24.02"", ""humid"": ""56"", ""light"": ""678""}",1839383,2022-04-04 07:05:36 UTC,,,
11935,0EZY0YYJQQ6C2E7ZXCH1N2R0G7,"{""temp"": ""24.02"", ""humid"": ""56"", ""light"": ""666""}",1839383,2022-04-04 07:05:39 UTC,,,
11936,0EZY0YZG71QVWE0RSKSMNZFMW3,"{""temp"": ""24.02"", ""humid"": ""56"", ""light"": ""659""}",1839383,2022-04-04 07:05:42 UTC,,,
11937,0EZY0Z0DTDNX8WYTMX6YPRGHVV,"{""temp"": ""24.02"", ""humid"": ""56"", ""light"": ""688""}",1839383,2022-04-04 07:05:45 UTC,,,
11938,0EZY0Z1BAA7CZZCGR8Y27NTF7E,"{""temp"": ""24.02"", ""humid"": ""57"", ""light"": ""678""}",1839383,2022-04-04 07:05:48 UTC,,,
11939,0EZY0Z28YTGCTD59B15ZN5FMGT,"{""temp"": ""24.02"", ""humid"": ""56"", ""light"": ""644""}",1839383,2022-04-04 07:05:51 UTC,,,
11940,0EZY0Z36FM4KQJZ6XF6DFHXSV9,"{""temp"": ""24.02"", ""humid"": ""57"", ""light"": ""664""}",1839383,2022-04-04 07:05:54 UTC,,,
11941,0EZY0Z441XD0ETKB4QHE1PXNVW,"{""temp"": ""24.01"", ""humid"": ""57"", ""light"": ""681""}",1839383,2022-04-04 07:05:57 UTC,,,
11942,0EZY0Z51B1Q3ZYXB1ZSAJWZ2RS,"{""temp"": ""24.02"", ""humid"": ""57"", ""light"": ""645""}",1839383,2022-04-04 07:06:00 UTC,,,
11943,0EZY0Z5YYZCTGJFQWCZNBB7MBR,"{""temp"": ""24.02"", ""humid"": ""57"", ""light"": ""674""}",1839383,2022-04-04 07:06:03 UTC,,,
11944,0EZY0Z6WK4JZQYNBBWXDX19J5V,"{""temp"": ""24.02"", ""humid"": ""57"", ""light"": ""677""}",1839383,2022-04-04 07:06:06 UTC,,,
11945,0EZY0Z83XZNJ91X9TQ21XSCK6E,"{""temp"": ""24.02"", ""humid"": ""57"", ""light"": ""665""}",1839383,2022-04-04 07:06:10 UTC,,,
11946,0EZY0Z91DJZGCBHGGTYMYH5VMH,"{""temp"": ""24.01"", ""humid"": ""57"", ""light"": ""677""}",1839383,2022-04-04 07:06:13 UTC,,,
11947,0EZY0Z9Z143J66X1FBBN1HM4NY,"{""temp"": ""24.02"", ""humid"": ""57"", ""light"": ""670""}",1839383,2022-04-04 07:06:16 UTC,,,
11948,0EZY0ZAWPSPW8VKSJFWHKEPB7C,"{""temp"": ""24.01"", ""humid"": ""57"", ""light"": ""678""}",1839383,2022-04-04 07:06:19 UTC,,,
11949,0EZY0ZBT8WJ13EGN0JE92F1T57,"{""temp"": ""24.01"", ""humid"": ""57"", ""light"": ""668""}",1839383,2022-04-04 07:06:22 UTC,,,
11950,0EZY1QARFS3F3B773FQC0F1Y5Q,"{""light"": ""634"", ""temp"": ""25.04"", ""humid"": ""46""}",1839383,2022-04-04 07:48:15 UTC,,,
11951,0EZY1QEEE08EMEJJ9N3F1F1ARE,"{""light"": ""636"", ""temp"": ""25.04"", ""humid"": ""45""}",1839383,2022-04-04 07:48:27 UTC,,,
11952,0EZY1QJ3G65H6SGPVJ3987CWF4,"{""light"": ""611"", ""temp"": ""25.04"", ""humid"": ""45""}",1839383,2022-04-04 07:48:39 UTC,,,
11953,0EZY1QNS4G2MX08VFAZCMDC0E6,"{""light"": ""596"", ""temp"": ""25.04"", ""humid"": ""46""}",1839383,2022-04-04 07:48:51 UTC,,,
11954,0EZY1QSEJQ7MFAW330WZG4Q0TM,"{""light"": ""582"", ""temp"": ""25.03"", ""humid"": ""45""}",1839383,2022-04-04 07:49:03 UTC,,,
11955,0EZY1ST9EXJFA5JVD2PSZ07PJ1,"{""temp"": ""25.04"", ""humid"": ""46"", ""light"": ""412""}",1839383,2022-04-04 07:52:36 UTC,,,
11956,0EZY1SXZC7WA3QCZSD77ETN660,"{""temp"": ""25.05"", ""humid"": ""46"", ""light"": ""423""}",1839383,2022-04-04 07:52:48 UTC,,,
11957,0EZY1T2HZVDMVJ90AH35HMSXT5,"{""temp"": ""25.04"", ""humid"": ""45"", ""light"": ""445""}",1839383,2022-04-04 07:53:03 UTC,,,
11958,0EZY1T67P6JKP4PFTAZXPQNSQ7,"{""temp"": ""25.05"", ""humid"": ""46"", ""light"": ""433""}",1839383,2022-04-04 07:53:15 UTC,,,
11959,0EZY1T9YJDBRXBTSS33D1JFKZH,"{""temp"": ""25.05"", ""humid"": ""45"", ""light"": ""443""}",1839383,2022-04-04 07:53:27 UTC,,,
11960,0EZY1TDJHE8B5TFRMWZ49BV2DB,"{""temp"": ""25.05"", ""humid"": ""45"", ""light"": ""444""}",1839383,2022-04-04 07:53:39 UTC,,,
11961,0EZY1TH84X3XB53YMQB64HERZ6,"{""temp"": ""25.06"", ""humid"": ""45"", ""light"": ""437""}",1839383,2022-04-04 07:53:51 UTC,,,
11962,0EZY1TMXJQP54TWAZTFGMA54BC,"{""temp"": ""25.06"", ""humid"": ""45"", ""light"": ""478""}",1839383,2022-04-04 07:54:03 UTC,,,
11963,0EZY1TRK7JBP50JYVEQ10J894W,"{""temp"": ""25.07"", ""humid"": ""45"", ""light"": ""478""}",1839383,2022-04-04 07:54:15 UTC,,,
11964,0EZY1TW8Y4G25VYX66VB1TN91D,"{""temp"": ""25.06"", ""humid"": ""45"", ""light"": ""498""}",1839383,2022-04-04 07:54:27 UTC,,,
11965,0EZY1TZYCDW901HVV6D874W2B1,"{""temp"": ""25.07"", ""humid"": ""45"", ""light"": ""392""}",1839383,2022-04-04 07:54:39 UTC,,,
11966,0EZY1V3KV517QXPS91RDXWX0N0,"{""temp"": ""25.06"", ""humid"": ""45"", ""light"": ""352""}",1839383,2022-04-04 07:54:51 UTC,,,
11967,0EZY1V796ZZSRNJZT2RAM9K4QX,"{""temp"": ""25.06"", ""humid"": ""45"", ""light"": ""353""}",1839383,2022-04-04 07:55:03 UTC,,,
11968,0EZY1VBW1M8MQRWD6AGGN532CW,"{""temp"": ""25.06"", ""humid"": ""45"", ""light"": ""373""}",1839383,2022-04-04 07:55:18 UTC,,,
11969,0EZY1VFH9S8R1H3016N0MDDKJZ,"{""temp"": ""25.06"", ""humid"": ""50"", ""light"": ""397""}",1839383,2022-04-04 07:55:30 UTC,,,
11970,0EZY1VNYYEJTD9N7C1Z1KGJH5T,"{""temp"": ""25.06"", ""humid"": ""45"", ""light"": ""409""}",1839383,2022-04-04 07:55:51 UTC,,,
11971,0EZY1VSMFHPB5YA7227R6CP3WK,"{""temp"": ""25.06"", ""humid"": ""45"", ""light"": ""420""}",1839383,2022-04-04 07:56:03 UTC,,,
11972,0EZY1VXA3YJ7Q7K6EP4GC2Q4KT,"{""temp"": ""25.06"", ""humid"": ""44"", ""light"": ""429""}",1839383,2022-04-04 07:56:15 UTC,,,
11973,0EZY1W0Z7G0YQ4ARVPXZDN38Z3,"{""temp"": ""25.07"", ""humid"": ""45"", ""light"": ""419""}",1839383,2022-04-04 07:56:27 UTC,,,
11974,0EZY1W4MXF0HMKRCD80ZHNSQYR,"{""temp"": ""25.06"", ""humid"": ""45"", ""light"": ""436""}",1839383,2022-04-04 07:56:40 UTC,,,
11975,0EZY1W8ACJF14H9S4ZKB7H1QMY,"{""temp"": ""25.06"", ""humid"": ""45"", ""light"": ""456""}",1839383,2022-04-04 07:56:52 UTC,,,
11976,0EZY1WC0BNXD1449X0WKMRR800,"{""temp"": ""25.06"", ""humid"": ""45"", ""light"": ""440""}",1839383,2022-04-04 07:57:04 UTC,,,
11977,0EZY1WVP9VKRR69PBHW1P7Q9TC,"{""light"": ""433"", ""temp"": ""25.06"", ""humid"": ""45""}",1839383,2022-04-04 07:57:55 UTC,,,
11978,0EZY1X4VZ86H54E4DGAS8XZVV9,"{""light"": ""443"", ""temp"": ""25.05"", ""humid"": ""45""}",1839383,2022-04-04 07:58:25 UTC,,,
11979,0EZY1X8HHCEA4SG08Z115ZDZDB,"{""light"": ""426"", ""temp"": ""25.05"", ""humid"": ""45""}",1839383,2022-04-04 07:58:37 UTC,,,
11980,0EZY1YXCP23MQFJ0JNKB5JDGT0,"{""temp"": ""25.09"", ""humid"": ""45"", ""light"": ""508""}",1839383,2022-04-04 08:01:30 UTC,,,
11981,0EZY1Z12B53MXWJA5QKJK0S98W,"{""temp"": ""25.08"", ""humid"": ""45"", ""light"": ""513""}",1839383,2022-04-04 08:01:42 UTC,,,
11982,0EZY1Z4QTCSPPE63394M86323J,"{""temp"": ""25.08"", ""humid"": ""44"", ""light"": ""502""}",1839383,2022-04-04 08:01:54 UTC,,,
11983,0EZY1Z8D934CA5W1DQFH2462Q6,"{""temp"": ""25.08"", ""humid"": ""44"", ""light"": ""487""}",1839383,2022-04-04 08:02:06 UTC,,,
11984,0EZY1ZC2T5ETYDGEFDA3JF0TCT,"{""temp"": ""25.08"", ""humid"": ""44"", ""light"": ""453""}",1839383,2022-04-04 08:02:18 UTC,,,
11985,0EZY1ZFS4P2S8EM7EDDGHNGCEB,"{""temp"": ""25.08"", ""humid"": ""44"", ""light"": ""406""}",1839383,2022-04-04 08:02:31 UTC,,,
11986,0EZY1ZKDWYJP57FHS85T1F8BVW,"{""temp"": ""25.08"", ""humid"": ""44"", ""light"": ""498""}",1839383,2022-04-04 08:02:43 UTC,,,
11987,0EZY1ZQ39AQSW8DHAB40VPVNF4,"{""temp"": ""25.07"", ""humid"": ""44"", ""light"": ""389""}",1839383,2022-04-04 08:02:55 UTC,,,
11988,0EZY1ZTRK3RANTYRFSBHYYFNVQ,"{""temp"": ""25.05"", ""humid"": ""50"", ""light"": ""416""}",1839383,2022-04-04 08:03:07 UTC,,,
11989,0EZY1ZYE7STTXDV9F22FGKA4AS,"{""temp"": ""25.05"", ""humid"": ""50"", ""light"": ""393""}",1839383,2022-04-04 08:03:19 UTC,,,
11990,0EZY2023X19NFTMRYMB44R9NDX,"{""temp"": ""25.04"", ""humid"": ""50"", ""light"": ""400""}",1839383,2022-04-04 08:03:31 UTC,,,
11991,0EZY205S6KH14SHRVPSC28WHDN,"{""temp"": ""25.05"", ""humid"": ""50"", ""light"": ""405""}",1839383,2022-04-04 08:03:43 UTC,,,
11992,0EZY209ENZHBVEBK4XGEFAV7BN,"{""temp"": ""25.05"", ""humid"": ""50"", ""light"": ""401""}",1839383,2022-04-04 08:03:55 UTC,,,
11993,0EZY20D3ZRHWGV4GMKCXKXW2WA,"{""temp"": ""25.04"", ""humid"": ""50"", ""light"": ""384""}",1839383,2022-04-04 08:04:07 UTC,,,
11994,0EZY20GSCC7AYQ7AAPYZFFBMPD,"{""temp"": ""25.03"", ""humid"": ""50"", ""light"": ""407""}",1839383,2022-04-04 08:04:19 UTC,,,
11995,0EZY20METQTR6TT0BPYEB3N55N,"{""temp"": ""25.04"", ""humid"": ""50"", ""light"": ""383""}",1839383,2022-04-04 08:04:31 UTC,,,
11996,0EZY20R4C98DTQGQ1MVBQFWDHC,"{""temp"": ""25.03"", ""humid"": ""50"", ""light"": ""374""}",1839383,2022-04-04 08:04:43 UTC,,,
11997,0EZY23CVRBYXNCDN1V521F1Y3W,"{""light"": ""537"", ""temp"": ""25"", ""humid"": ""52""}",1839383,2022-04-04 08:09:20 UTC,,,
11998,0EZY23GGVPX0PQ5DP2S24VBRWZ,"{""light"": ""539"", ""temp"": ""24.09"", ""humid"": ""52""}",1839383,2022-04-04 08:09:32 UTC,,,
11999,0EZY23M6A42FXPMJ6G0JTB0F4H,"{""light"": ""514"", ""temp"": ""24.09"", ""humid"": ""52""}",1839383,2022-04-04 08:09:44 UTC,,,
12000,0EZY23QW2HPZK4EF2X7N97ZFQK,"{""light"": ""538"", ""temp"": ""24.08"", ""humid"": ""52""}",1839383,2022-04-04 08:09:57 UTC,,,
12001,0EZY23VHFWRABDQ6C9E1GT1V08,"{""light"": ""555"", ""temp"": ""24.08"", ""humid"": ""46""}",1839383,2022-04-04 08:10:09 UTC,,,
12002,0EZY23Z6SPDY3KXMGJ62K3056V,"{""light"": ""504"", ""temp"": ""24.08"", ""humid"": ""53""}",1839383,2022-04-04 08:10:21 UTC,,,
12003,0EZY242W9Z365T1CWGG06PN65Q,"{""light"": ""533"", ""temp"": ""24.07"", ""humid"": ""52""}",1839383,2022-04-04 08:10:33 UTC,,,
12004,0EZY246J8ZW7JP892X8MFHAFZK,"{""light"": ""521"", ""temp"": ""24.07"", ""humid"": ""52""}",1839383,2022-04-04 08:10:45 UTC,,,
12005,0EZY24A7CW08XACR41T5GQ7T0V,"{""light"": ""510"", ""temp"": ""24.07"", ""humid"": ""52""}",1839383,2022-04-04 08:10:57 UTC,,,
12006,0EZY24DWXTGHTNXBBBHPG1MRM5,"{""light"": ""479"", ""temp"": ""24.07"", ""humid"": ""52""}",1839383,2022-04-04 08:11:09 UTC,,,
12007,0EZY24HJG4QDFP2805GBS1H2AK,"{""light"": ""516"", ""temp"": ""24.07"", ""humid"": ""52""}",1839383,2022-04-04 08:11:21 UTC,,,
12008,0EZY24N843S50SHSZE4GS9DP4T,"{""light"": ""514"", ""temp"": ""24.05"", ""humid"": ""52""}",1839383,2022-04-04 08:11:33 UTC,,,
12009,0EZY24RXHAEXN1QRAQ2HZJYWQQ,"{""light"": ""507"", ""temp"": ""24.06"", ""humid"": ""52""}",1839383,2022-04-04 08:11:45 UTC,,,
12010,0EZY24WKBKEP9NZQ2FG2F089J3,"{""light"": ""517"", ""temp"": ""24.06"", ""humid"": ""52""}",1839383,2022-04-04 08:11:57 UTC,,,
12011,0EZY2508KSE3YYSS5CY6JEYG01,"{""light"": ""511"", ""temp"": ""24.05"", ""humid"": ""52""}",1839383,2022-04-04 08:12:09 UTC,,,
12012,0EZY253XWR5B5AM5ERV448VEW6,"{""light"": ""527"", ""temp"": ""24.05"", ""humid"": ""52""}",1839383,2022-04-04 08:12:21 UTC,,,
12013,0EZY257KAH75VF7Z2TSMK5T3R6,"{""light"": ""518"", ""temp"": ""24.06"", ""humid"": ""52""}",1839383,2022-04-04 08:12:33 UTC,,,
12014,0EZY25B8TR60KWCGQED6PAVD6Y,"{""light"": ""560"", ""temp"": ""24.05"", ""humid"": ""52""}",1839383,2022-04-04 08:12:45 UTC,,,
12015,0EZY25F3RBGJT3FXDN8Y78019N,"{""light"": ""556"", ""temp"": ""24.06"", ""humid"": ""52""}",1839383,2022-04-04 08:12:58 UTC,,,
12016,0EZY25JKJX8CFMVV7HNBB7FF98,"{""light"": ""436"", ""temp"": ""24.06"", ""humid"": ""53""}",1839383,2022-04-04 08:13:09 UTC,,,
12017,0EZY25P98C21K5R0DGVB38Y7R2,"{""light"": ""515"", ""temp"": ""24.05"", ""humid"": ""52""}",1839383,2022-04-04 08:13:21 UTC,,,
12018,0EZY25SYY81DB0SFDPRRFZ6S3J,"{""light"": ""419"", ""temp"": ""24.05"", ""humid"": ""52""}",1839383,2022-04-04 08:13:33 UTC,,,
12019,0EZY25XM7TMGQB7TJTCB9VXC67,"{""light"": ""471"", ""temp"": ""24.04"", ""humid"": ""52""}",1839383,2022-04-04 08:13:45 UTC,,,
12020,0EZY2627AY1NDPV0EMEN426W0W,"{""light"": ""531"", ""temp"": ""24.05"", ""humid"": ""52""}",1839383,2022-04-04 08:14:00 UTC,,,
12023,0EZY26QFPK2RVR6W9B3MG2P3EP,"{""temp"": ""24.05"", ""humid"": ""53"", ""light"": ""486""}",1839383,2022-04-04 08:15:10 UTC,,,
12024,0EZY26V58747M7WVKHQA333113,"{""temp"": ""24.04"", ""humid"": ""53"", ""light"": ""466""}",1839383,2022-04-04 08:15:22 UTC,,,
12026,0EZY26YTPWNGF85AHQSWJYT8Y3,"{""temp"": ""24.05"", ""humid"": ""53"", ""light"": ""497""}",1839383,2022-04-04 08:15:34 UTC,,,
12027,0EZY272G0PSKB2XTHFRA6TSF6T,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""520""}",1839383,2022-04-04 08:15:46 UTC,,,
12028,0EZY2765J6VWX23H3R3BDF919M,"{""temp"": ""24.05"", ""humid"": ""53"", ""light"": ""471""}",1839383,2022-04-04 08:15:58 UTC,,,
12029,0EZY279VTE08RNKFFME2YGMCGS,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""471""}",1839383,2022-04-04 08:16:10 UTC,,,
12030,0EZY27DGMRPDSV5AF85V9WG1XH,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""475""}",1839383,2022-04-04 08:16:22 UTC,,,
12031,0EZY27H6KK0DQVCZC9K377SGPZ,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""472""}",1839383,2022-04-04 08:16:34 UTC,,,
12032,0EZY27MW0PGHVXJJWVDST2H6YS,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""484""}",1839383,2022-04-04 08:16:46 UTC,,,
12033,0EZY27RH7J4XVYWWSGYDHR3J9H,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""528""}",1839383,2022-04-04 08:16:58 UTC,,,
12034,0EZY27W68QYZYKF69G3G0ADBMX,"{""temp"": ""24.04"", ""humid"": ""52"", ""light"": ""485""}",1839383,2022-04-04 08:17:10 UTC,,,
12036,0EZY27ZVQ4S70Y9ECWRCQYPYG3,"{""temp"": ""24.04"", ""humid"": ""52"", ""light"": ""529""}",1839383,2022-04-04 08:17:22 UTC,,,
12040,0EZY283H9A6ZFZSSEA79DRYHRM,"{""temp"": ""24.04"", ""humid"": ""53"", ""light"": ""503""}",1839383,2022-04-04 08:17:34 UTC,,,
12043,0EZY2876QMB5S2GAXGT0TY5Q9Y,"{""temp"": ""24.04"", ""humid"": ""53"", ""light"": ""519""}",1839383,2022-04-04 08:17:46 UTC,,,
12047,0EZY28AWNGR8HE5KSMM6VM4EM8,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""499""}",1839383,2022-04-04 08:17:58 UTC,,,
12050,0EZY28EHMQ8GQZC1ETYDDGS1XY,"{""temp"": ""24.04"", ""humid"": ""52"", ""light"": ""531""}",1839383,2022-04-04 08:18:10 UTC,,,
12053,0EZY28J74A8EH24FPYJBVTG6WB,"{""temp"": ""24.04"", ""humid"": ""52"", ""light"": ""474""}",1839383,2022-04-04 08:18:22 UTC,,,
12057,0EZY28NWMZCGJSNP1RJDQ5J0VQ,"{""temp"": ""24.04"", ""humid"": ""52"", ""light"": ""520""}",1839383,2022-04-04 08:18:34 UTC,,,
12060,0EZY28SJ03HVM0NTBB0YFY7EAJ,"{""temp"": ""24.04"", ""humid"": ""53"", ""light"": ""527""}",1839383,2022-04-04 08:18:46 UTC,,,
12064,0EZY28X8A9NV9Z6NECA1K8GBAR,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""521""}",1839383,2022-04-04 08:18:58 UTC,,,
12067,0EZY290XABT3B0Z6J54WMCHES3,"{""temp"": ""24.05"", ""humid"": ""53"", ""light"": ""486""}",1839383,2022-04-04 08:19:10 UTC,,,
12070,0EZY295GBD4DT606K1W35PK4MX,"{""temp"": ""24.06"", ""humid"": ""52"", ""light"": ""520""}",1839383,2022-04-04 08:19:25 UTC,,,
12072,0EZY2995GD6T6YBJ2J2S2R7E55,"{""temp"": ""24.06"", ""humid"": ""53"", ""light"": ""481""}",1839383,2022-04-04 08:19:37 UTC,,,
12073,0EZY29GGBQW3S8RWTAGH7H8W52,"{""temp"": ""24.06"", ""humid"": ""52"", ""light"": ""473""}",1839383,2022-04-04 08:20:02 UTC,,,
12074,0EZY29M6JHX9RYFAHQPNHZFVXX,"{""temp"": ""24.07"", ""humid"": ""51"", ""light"": ""485""}",1839383,2022-04-04 08:20:14 UTC,,,
12075,0EZY29QVREDS2F1F8S51SQ9GX2,"{""temp"": ""24.07"", ""humid"": ""51"", ""light"": ""481""}",1839383,2022-04-04 08:20:26 UTC,,,
12076,0EZY29VGXBKAWGN5MRK50G2YHB,"{""temp"": ""24.07"", ""humid"": ""51"", ""light"": ""495""}",1839383,2022-04-04 08:20:38 UTC,,,
12077,0EZY29Z6AWFFTTB162EAVHD4PX,"{""temp"": ""24.06"", ""humid"": ""52"", ""light"": ""529""}",1839383,2022-04-04 08:20:50 UTC,,,
12078,0EZY2A2W0MYTHSQADKDDRDSF52,"{""temp"": ""24.07"", ""humid"": ""52"", ""light"": ""475""}",1839383,2022-04-04 08:21:02 UTC,,,
12079,0EZY2A6HM78DVYG1NRK168KF0X,"{""temp"": ""24.07"", ""humid"": ""51"", ""light"": ""526""}",1839383,2022-04-04 08:21:14 UTC,,,
12080,0EZY2AA7KAJ7F9MQCQX36080DK,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""480""}",1839383,2022-04-04 08:21:26 UTC,,,
12081,0EZY2ADWFNX826H7B1BD94X26N,"{""temp"": ""24.07"", ""humid"": ""51"", ""light"": ""501""}",1839383,2022-04-04 08:21:38 UTC,,,
12082,0EZY2AHHVDC9QMTYP2SDFHXBA0,"{""temp"": ""24.07"", ""humid"": ""51"", ""light"": ""516""}",1839383,2022-04-04 08:21:50 UTC,,,
12083,0EZY2AN79ENXX4W3JM43HW8CBN,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""482""}",1839383,2022-04-04 08:22:02 UTC,,,
12084,0EZY2ARWZFMA04KTJPSSNDMZCT,"{""temp"": ""24.07"", ""humid"": ""51"", ""light"": ""489""}",1839383,2022-04-04 08:22:14 UTC,,,
12085,0EZY2AWJG6VGY4HJXNVE5MRZ1N,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""487""}",1839383,2022-04-04 08:22:26 UTC,,,
12086,0EZY2B07Y888QVCCBHN8H8AJJB,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""495""}",1839383,2022-04-04 08:22:38 UTC,,,
12087,0EZY2B3XNQNBVN642TM4D5K5VQ,"{""temp"": ""24.05"", ""humid"": ""51"", ""light"": ""510""}",1839383,2022-04-04 08:22:50 UTC,,,
12088,0EZY2B7JV1PFXXEGWES14XGRM9,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""513""}",1839383,2022-04-04 08:23:02 UTC,,,
12089,0EZY2BB8BFZHSTRA6HGD59J77T,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""512""}",1839383,2022-04-04 08:23:14 UTC,,,
12090,0EZY2BEXW220N37KXY4ATH7E0E,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""465""}",1839383,2022-04-04 08:23:26 UTC,,,
12091,0EZY2BJKNKK7A12CYPGPPP3PN2,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""502""}",1839383,2022-04-04 08:23:38 UTC,,,
12092,0EZY2BP8XVV41RSE5B9EMPSXDJ,"{""temp"": ""24.05"", ""humid"": ""51"", ""light"": ""480""}",1839383,2022-04-04 08:23:50 UTC,,,
12093,0EZY2BSYH28RZA59D7VNESXSH5,"{""temp"": ""24.05"", ""humid"": ""51"", ""light"": ""473""}",1839383,2022-04-04 08:24:02 UTC,,,
